latitude,longitude,cloud_cover
64.25,-78.75,0.752
64.25,-78.25,0.768
64.25,-77.75,0.898
64.25,-77.25,0.764
64.25,-76.75,0.752
64.25,-76.25,0.327
64.25,-75.75,0.122
64.25,-75.25,0.362
64.25,-74.75,0.138
64.25,-74.25,0.126
64.25,-73.75,0.039
64.25,-73.25,0.677
64.25,-72.75,0.752
63.75,-79.25,0.752
63.75,-78.75,0.646
63.75,-78.25,0.571
63.75,-77.75,0.567
63.75,-77.25,0.201
63.75,-76.75,0.205
63.75,-76.25,0.201
63.75,-75.75,0.453
63.75,-75.25,0.453
63.75,-74.75,0.614
63.75,-74.25,0.437
63.75,-73.75,0.815
63.75,-73.25,0.866
63.75,-72.75,0.689
63.75,-72.25,0.492
63.75,-71.75,0.724
63.25,-79.75,0.76
63.25,-79.25,0.472
63.25,-78.75,0.752
63.25,-78.25,0.909
63.25,-77.75,0.689
63.25,-77.25,0.354
63.25,-76.75,0.728
63.25,-76.25,0.657
63.25,-75.75,0.417
63.25,-75.25,0.709
63.25,-74.75,0.752
63.25,-74.25,0.823
63.25,-73.75,0.752
63.25,-73.25,0.752
63.25,-72.75,0.756
63.25,-72.25,0.72
63.25,-71.75,0.843
63.25,-71.25,0.705
63.25,-70.75,0.701
62.75,-79.75,0.752
62.75,-79.25,0.728
62.75,-78.75,0.61
62.75,-78.25,0.669
62.75,-77.75,0.563
62.75,-77.25,0.008
62.75,-76.75,0.024
62.75,-76.25,0.012
62.75,-75.75,0.059
62.75,-75.25,0.118
62.75,-74.75,0.232
62.75,-74.25,0.37
62.75,-73.75,0.72
62.75,-73.25,0.744
62.75,-72.75,0.752
62.75,-72.25,0.752
62.75,-71.75,0.752
62.75,-71.25,0.752
62.75,-70.75,0.366
62.75,-70.25,0.043
62.75,-69.75,0.0
62.75,-69.25,0.0
62.75,-68.75,0.098
62.25,-79.75,1.0
62.25,-79.25,0.189
62.25,-78.75,0.567
62.25,-78.25,0.791
62.25,-77.75,0.591
62.25,-77.25,0.791
62.25,-76.75,0.465
62.25,-76.25,0.217
62.25,-75.75,0.043
62.25,-75.25,0.008
62.25,-74.75,0.008
62.25,-74.25,0.012
62.25,-73.75,0.276
