latitude,longitude,cloud_cover
64.25,-78.75,0.752
64.25,-78.25,0.787
64.25,-77.75,0.882
64.25,-77.25,1.0
64.25,-76.75,1.0
64.25,-76.25,0.917
64.25,-75.75,1.0
64.25,-75.25,1.0
64.25,-74.75,1.0
64.25,-74.25,1.0
64.25,-73.75,1.0
64.25,-73.25,1.0
64.25,-72.75,0.898
63.75,-79.25,0.756
63.75,-78.75,0.78
63.75,-78.25,1.0
63.75,-77.75,1.0
63.75,-77.25,1.0
63.75,-76.75,1.0
63.75,-76.25,1.0
63.75,-75.75,0.465
63.75,-75.25,0.961
63.75,-74.75,1.0
63.75,-74.25,1.0
63.75,-73.75,1.0
63.75,-73.25,1.0
63.75,-72.75,1.0
63.75,-72.25,0.984
63.75,-71.75,0.173
63.25,-79.75,0.957
63.25,-79.25,0.744
63.25,-78.75,1.0
63.25,-78.25,1.0
63.25,-77.75,0.874
63.25,-77.25,1.0
63.25,-76.75,0.988
63.25,-76.25,0.85
63.25,-75.75,0.854
63.25,-75.25,0.764
63.25,-74.75,0.508
63.25,-74.25,1.0
63.25,-73.75,1.0
63.25,-73.25,1.0
63.25,-72.75,1.0
63.25,-72.25,1.0
63.25,-71.75,0.583
63.25,-71.25,0.15
63.25,-70.75,0.72
62.75,-79.75,1.0
62.75,-79.25,1.0
62.75,-78.75,1.0
62.75,-78.25,0.945
62.75,-77.75,1.0
62.75,-77.25,0.65
62.75,-76.75,1.0
62.75,-76.25,0.657
62.75,-75.75,0.929
62.75,-75.25,0.421
62.75,-74.75,0.661
62.75,-74.25,1.0
62.75,-73.75,0.941
62.75,-73.25,1.0
62.75,-72.75,1.0
62.75,-72.25,1.0
62.75,-71.75,1.0
62.75,-71.25,1.0
62.75,-70.75,1.0
62.75,-70.25,1.0
62.75,-69.75,0.618
62.75,-69.25,0.008
62.75,-68.75,0.004
62.25,-79.75,1.0
62.25,-79.25,1.0
62.25,-78.75,1.0
62.25,-78.25,0.957
62.25,-77.75,0.594
62.25,-77.25,0.941
62.25,-76.75,1.0
62.25,-76.25,1.0
62.25,-75.75,1.0
62.25,-75.25,1.0
62.25,-74.75,0.898
62.25,-74.25,0.63
62.25,-73.75,0.181
62.25,-73.25,0.252
62.25,-72.75,1.0
62.25,-72.25,1.0
62.25,-71.75,1.0
62.25,-71.25,1.0
62.25,-70.75,1.0
62.25,-70.25,1.0
62.25,-69.75,1.0
62.25,-69.25,0.563
62.25,-68.75,0.146
62.25,-68.25,0.0
62.25,-67.75,0.0
62.25,-67.25,0.114
62.25,-65.75,1.0
62.25,-65.25,0.571
62.25,-64.75,0.236
62.25,-64.25,0.024
62.25,-63.75,0.039
61.75,-79.75,1.0
61.75,-79.25,1.0
61.75,-78.75,0.571
61.75,-78.25,1.0
61.75,-77.75,1.0
61.75,-77.25,0.5
61.75,-76.75,0.543
61.75,-76.25,0.846
61.75,-75.75,0.772
61.75,-75.25,1.0
61.75,-74.75,1.0
61.75,-74.25,0.929
61.75,-73.75,0.665
61.75,-73.25,0.236
61.75,-72.75,0.083
61.75,-72.25,0.878
61.75,-71.75,1.0
61.75,-71.25,1.0
61.75,-70.75,1.0
61.75,-70.25,1.0
61.75,-69.75,0.988
61.75,-69.25,0.732
61.75,-68.75,0.587
61.75,-68.25,0.484
61.75,-67.75,0.724
61.75,-67.25,0.496
61.75,-66.75,0.126
61.75,-66.25,0.638
61.75,-65.75,1.0
61.75,-65.25,0.823
61.75,-64.75,0.323
61.75,-64.25,0.161
61.75,-63.75,0.374
61.75,-63.25,0.756
61.25,-79.75,1.0
61.25,-79.25,1.0
61.25,-78.75,1.0
61.25,-78.25,1.0
61.25,-77.75,0.965
61.25,-77.25,0.925
61.25,-76.75,1.0
61.25,-76.25,1.0
