latitude,longitude,cloud_cover
64.25,-78.75,0.917
64.25,-78.25,1.0
64.25,-77.75,0.839
64.25,-77.25,0.307
64.25,-76.75,0.74
64.25,-76.25,0.988
64.25,-75.75,1.0
64.25,-75.25,1.0
64.25,-74.75,1.0
64.25,-74.25,0.949
64.25,-73.75,0.839
64.25,-73.25,0.15
64.25,-72.75,0.13
63.75,-79.25,1.0
63.75,-78.75,1.0
63.75,-78.25,1.0
63.75,-77.75,1.0
63.75,-77.25,1.0
63.75,-76.75,1.0
63.75,-76.25,1.0
63.75,-75.75,1.0
63.75,-75.25,1.0
63.75,-74.75,0.992
63.75,-74.25,0.839
63.75,-73.75,0.043
63.75,-73.25,0.236
63.75,-72.75,0.142
63.75,-72.25,0.157
63.75,-71.75,0.138
63.25,-79.75,1.0
63.25,-79.25,1.0
63.25,-78.75,1.0
63.25,-78.25,0.965
63.25,-77.75,0.874
63.25,-77.25,0.996
63.25,-76.75,0.909
63.25,-76.25,1.0
63.25,-75.75,1.0
63.25,-75.25,1.0
63.25,-74.75,1.0
63.25,-74.25,0.646
63.25,-73.75,0.0
63.25,-73.25,0.0
63.25,-72.75,0.008
63.25,-72.25,0.114
63.25,-71.75,0.055
63.25,-71.25,0.02
63.25,-70.75,0.201
62.75,-79.75,1.0
62.75,-79.25,1.0
62.75,-78.75,1.0
62.75,-78.25,1.0
62.75,-77.75,1.0
62.75,-77.25,1.0
62.75,-76.75,1.0
62.75,-76.25,1.0
62.75,-75.75,1.0
62.75,-75.25,1.0
62.75,-74.75,1.0
62.75,-74.25,0.961
62.75,-73.75,0.028
62.75,-73.25,0.0
62.75,-72.75,0.0
62.75,-72.25,0.0
62.75,-71.75,0.0
62.75,-71.25,0.0
62.75,-70.75,0.02
62.75,-70.25,0.008
62.75,-69.75,0.177
62.75,-69.25,0.378
62.75,-68.75,0.417
62.25,-79.75,1.0
62.25,-79.25,1.0
62.25,-78.75,1.0
62.25,-78.25,0.976
62.25,-77.75,0.276
62.25,-77.25,0.28
62.25,-76.75,0.98
62.25,-76.25,1.0
62.25,-75.75,1.0
62.25,-75.25,1.0
62.25,-74.75,1.0
62.25,-74.25,1.0
62.25,-73.75,0.85
62.25,-73.25,0.539
62.25,-72.75,0.091
62.25,-72.25,0.0
62.25,-71.75,0.0
62.25,-71.25,0.012
62.25,-70.75,0.0
62.25,-70.25,0.039
62.25,-69.75,0.075
62.25,-69.25,0.063
62.25,-68.75,0.0
62.25,-68.25,0.071
62.25,-67.75,0.185
62.25,-67.25,0.406
